Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks ETE delay (s),Average ETE delay (s),Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Tasks success rate(%),Tasks failed rate(delay)(%),Tasks failed rate(device dead)(%),Tasks failed rate(mobility)(%),Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (dBW),Average energy consumption (dBW/Data center),Average energy consumption (dBW/Task),Cloud energy consumption (dBW),Average Cloud energy consumption (dBW/Data center),Edge energy consumption (dBW),Average Edge energy consumption (dBW/Data center),Mist energy consumption (dBW),Average Mist energy consumption (dBW/Device),Energy consumption (W),Average energy consumption (W/Data center),Average energy consumption (W/Task),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,TRADE_OFF,100,4184.5649,3.3938,687.9763,0.4385,33.9269,0.0216,1578,1233,78.1369,21.7364,0,0.1267,345,343,0,2,0,976,763,482,375,120,95,3117.0,976.0,3117.0,10163.100000000084,0.0,0.0,844.5497019217901,0.0647,0,0.0545,0.0788,198.8758,177.353,166.9003,194.9024,182.3497,186.3877,172.5856,196.2243,176.2243,77194047055238400000,543620049684777470,48980994324389848,30919952198145184000,1717775122119176960,4352827797620301800,181367824900845920,41921267059472920000,419212670594729150,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,200,9421.2029,3.5836,1615.6362,0.5118,66.1706,0.021,3294,2629,79.8118,19.8543,0,0.3339,665,654,0,11,0,1932,1562,875,694,487,373,6446.0,1995.0,6446.0,23892.299999998686,0.0,0.0,754.1343578587051,0.1137,0.008,0.1114,0.1235,202.73,178.8919,167.5673,198.9803,186.4276,190.0473,176.2451,199.9263,176.916,187500733869124060000,774796420946793600,57112620733817864,79073861827469540000,4392992323748308000,10109409594118693000,421225399754945540,98317462447535820000,491587312237679100,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,300,14350.4582,3.6957,2643.2825,0.5646,93.9582,0.0201,4902,3883,79.2126,20.563,0,0.2244,1019,1008,0,11,0,2592,2053,1250,997,1060,833,9728.0,2805.0,9728.0,33298.64999999729,0.0,0.0,740.8710801508836,0.1901,0.0867,0.1389,0.2004,203.6255,178.2852,166.7315,199.7212,187.1684,191.1132,177.3111,200.9248,176.1536,230435539635571600000,673788127589390590,47114197431112568,93781497154111880000,5210083175228437500,12921776234513410000,538407343104725440,123732266246946300000,412440887489821060,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,400,17951.8545,3.6325,3374.5978,0.5481,271.0307,0.044,6516,4942,75.8441,23.9104,0,0.2455,1574,1558,0,16,0,3168,2425,1546,1137,1802,1380,12857.0,3460.0,12857.0,38682.49999999871,0.0,0.0,741.2861335410225,0.1711,0.012,0.1673,0.1784,203.9164,177.4622,165.7853,199.781,187.2283,192.4039,178.6018,201.2686,175.248,246400610040707350000,557467443531012100,37890298330110312,95082999462302400000,5282388859016800300,17393803594460455000,724741816435852290,133923806983944490000,334809517459861250,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,500,23872.1132,3.7547,4545.644,0.5825,217.8825,0.0279,8398,6359,75.7204,24.0772,0,0.2024,2039,2022,0,17,0,3757,2826,1834,1347,2807,2186,16563.0,4220.0,16563.0,51384.800000004056,0.0,0.0,746.0732908574247,0.2476,0.0589,0.2008,0.2567,204.6529,177.3129,165.4205,200.6708,188.118,192.4901,178.688,201.9726,174.9829,291936989444098850000,538629131815680510,34837349575668120,116701559530549020000,6483419973919389700,17742344408978756000,739264350374114820,157493085504571080000,314986171009142140,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,600,29678.1633,3.9938,6194.5025,0.6795,1139.4008,0.125,9794,7431,75.873,23.9432,0,0.1838,2363,2345,0,18,0,4226,3114,2026,1508,3542,2809,19392.0,4821.0,19392.0,62655.300000005926,0.0,0.0,746.149832518039,0.2993,0.0806,0.2245,0.3089,205.189,177.1137,165.2852,201.0412,188.4885,193.2858,179.4837,202.5982,174.8167,330297170191492200000,514481573506997180,33769263898526960,127092319846521230000,7060684435917845500,21309962171628933000,887915090484538880,181894888173342000000,303158146955569980,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,700,36683.0689,4.3121,7044.4802,0.673,3942.9044,0.3767,11466,8508,74.202,25.3358,0,0.4622,2958,2905,0,53,0,4608,3339,2220,1678,4638,3491,22824.0,5597.0,22824.0,69440.90000000977,0.0,0.0,748.3777967085568,0.3735,0.0609,0.2848,0.3845,204.9315,176.2274,164.3529,200.5268,187.9741,193.9386,180.1365,202.3958,173.9448,311276243350601900000,419509761928034940,27245185413619424,112897242470802060000,6272069026155670500,24766333962004283000,1031930581750178430,173612666917795600000,248018095596850848,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,800,46120.1676,4.8522,8316.0388,0.7176,8605.7692,0.7426,12978,9505,73.2393,26.3523,0,0.4084,3473,3420,0,53,0,4896,3501,2388,1734,5694,4270,25725.0,6144.0,25725.0,85986.7000000186,0.0,0.0,764.4042892352333,0.3656,0.0905,0.3035,0.3736,206.2175,176.9644,165.0958,202.0481,189.4953,194.3022,180.5,203.6431,174.6122,418555687074788930000,497097015528252860,32328391679523360,160253163150615970000,8902953508367553500,26928693983361536000,1122028915973397380,231373829940811430000,289217287426014270,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,900,55167.0058,5.2271,9448.4203,0.732,13024.057,1.0091,14752,10554,71.5428,28.0165,0,0.4406,4198,4133,0,65,0,5306,3766,2516,1776,6930,5012,29161.0,6899.0,29161.0,94113.25000002487,0.0,0.0,773.1208001192749,0.4171,0.0586,0.332,0.4266,206.6601,176.9196,164.9816,202.4509,189.8981,194.9939,181.1918,204.0833,174.5408,463456888916176900000,491992451078744060,31489121410257980,175827204963097050000,9768178053505393000,31578255217418154000,1315760634059089660,256051428735661770000,284501587484068640,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,1000,66258.4698,5.6923,10953.4354,0.7773,18919.8758,1.3426,16088,11640,72.3521,27.1196,0,0.5283,4448,4363,0,85,0,5472,3911,2612,1836,8004,5893,31900.0,7303.0,31900.0,107305.35000002943,0.0,0.0,781.831201493202,0.4593,0.0829,0.3342,0.4691,207.0488,176.8701,164.9965,202.8823,190.3296,194.7304,180.9283,204.517,174.517,506852798574387000000,486423031261407870,31597331748294184,194191530714750750000,10788418373041710000,29719259233408745000,1238302468058697730,282942008626227500000,282942008626227520,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,100,4731.3602,3.6062,1070.4678,0.6488,29.904,0.0181,1672,1312,78.4689,21.3517,0,0.1794,360,357,0,3,0,676,524,453,352,543,436,3210.0,676.0,3210.0,10130.450000000032,0.0,0.0,921.9574975388064,0.2377,0.0011,0.0464,0.3262,197.7717,176.2489,165.5446,193.3873,180.8346,187.5455,173.7434,195.1013,175.1013,59865053779709920000,421584885772605060,35847337592640672,21813622057185636000,1211867892065868800,5682613777203769300,236775574050157056,32368817945320518000,323688179453205180,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,200,9504.9065,3.7613,2417.7114,0.7742,55.0135,0.0176,3286,2527,76.902,22.7632,0,0.3348,759,748,0,11,0,978,752,949,726,1359,1049,6277.0,978.0,6277.0,20366.999999998923,0.0,0.0,924.8237592651784,0.2898,0.0005,0.1022,0.3384,199.6449,175.8068,164.4902,194.6498,182.0971,190.1236,176.3215,197.2171,174.2068,92149353906041910000,380782454157198020,28120034759243796,29173015278553510000,1620723071030750460,10288789161062021000,428699548377584190,52687549466426380000,263437747332131872,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,300,14921.7022,3.8647,3890.029,0.8153,82.6129,0.0173,5032,3861,76.7289,22.9928,0,0.2782,1171,1157,0,14,0,1331,1023,1134,867,2567,1971,9652.0,1338.0,9652.0,29099.14999999725,0.0,0.0,914.6545192009756,0.3854,0.0333,0.1129,0.4283,200.7662,175.4259,163.7591,195.8952,183.3424,190.5898,176.7877,198.3871,173.6159,119293435584014480000,348811215157937090,23763632586457068,38861285939745450000,2158960329985858300,11454520137027727000,477271672376155330,68977629507241320000,229925431690804416,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,400,20192.8498,4.1185,6416.0603,1.0465,188.9107,0.0308,6554,4903,74.8093,24.8398,0,0.3509,1651,1628,0,23,0,1453,1086,1257,957,3844,2860,12538.0,1470.0,12538.0,40468.74999999926,0.0,0.0,927.8086063517551,0.4182,0.0016,0.1293,0.4543,201.2223,174.7681,163.0699,196.0921,183.5393,190.7536,176.9515,199.028,173.0074,132504531779557410000,299784008551034880,20276133401615516,40663673377145670000,2259092965396981500,11894986022122328000,495624417588430340,79945872380289420000,199864680950723552,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,500,26182.5122,4.2852,8631.3646,1.1396,170.3795,0.0225,8198,6110,74.5304,25.2013,0,0.2684,2088,2066,0,22,0,1590,1242,1382,1048,5226,3820,15668.0,1606.0,15668.0,53405.05000000341,0.0,0.0,933.916224326749,0.4702,0.0076,0.1542,0.502,202.2279,174.8879,163.0998,197.0267,184.4739,191.7623,177.9602,200.0688,173.0791,167028088531214000000,308169905039140220,20416585812396284,50427349998070230000,2801519444337234900,15004886140453132000,625203589185547140,101595852392690630000,203191704785381248,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,600,34603.5143,4.6473,11577.1428,1.2752,1412.4634,0.1556,9824,7446,75.794,23.8701,0,0.3359,2378,2345,0,33,0,1770,1393,1487,1132,6567,4921,18835.0,1816.0,18835.0,71160.25000001,0.0,0.0,931.903265297031,0.5457,0.0237,0.1819,0.5759,203.5106,175.4353,163.5993,198.367,185.8142,192.7456,178.9435,201.3655,173.5839,224420841525713080000,349565173716064000,22904760310850488,68658699942832600000,3814372219046255600,18817370137098035000,784057089045751420,136944771445782450000,228241285742970752,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,700,39283.5286,4.7233,11949.8715,1.148,3930.562,0.3776,11562,8317,71.9339,27.7028,0,0.3633,3245,3203,0,42,0,1850,1378,1717,1282,7995,5657,21916.0,1888.0,21916.0,69162.35000001019,0.0,0.0,936.1194496207036,0.4762,0.0676,0.1874,0.4966,203.0459,174.3419,162.4261,197.5797,185.027,192.2409,178.4388,201.0591,172.6081,201645726932909800000,271759739801765216,17482722987073850,57275683132896090000,3181982396272005100,16753030896071305000,698042954002971010,127617012903942390000,182310018434203424,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,800,50363.0858,5.3109,14663.443,1.2469,8683.3123,0.7384,13318,9483,71.2044,28.4127,0,0.3829,3835,3784,0,51,0,1930,1423,1845,1337,9543,6723,25091.0,1997.0,25091.0,83821.75000001915,0.0,0.0,940.1947920966792,0.5219,0.0561,0.1943,0.5422,203.634,174.3809,162.4001,198.1661,185.6134,192.4353,178.6332,201.6971,172.6662,230889459789136800000,274215510438404736,17378402814175582,65556379459909070000,3642021081106059300,17519923310251352000,729996804593806340,147813157018976350000,184766446273720448,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,900,56143.0962,5.6037,15849.5681,1.2671,12178.0569,0.9735,14502,10019,69.087,30.4855,0,0.4275,4483,4421,0,62,0,1812,1311,1981,1425,10709,7283,26947.0,1836.0,26947.0,88046.80000002174,0.0,0.0,949.4325968055424,0.5025,0.0373,0.2411,0.5188,203.5442,173.8036,161.9395,197.2138,184.6611,193.67,179.8679,201.7676,172.2252,226159886597701700000,240084805305415808,15629570601085120,52648054883844000000,2924891937991333400,23280875168750760000,970036465364615040,150230956545106940000,166923285050118816,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,1000,67354.3809,6.0052,18027.8626,1.2832,17822.1736,1.2686,16314,11216,68.7508,30.7221,0,0.5272,5098,5012,0,86,0,1956,1416,2112,1514,12246,8286,30341.0,2011.0,30341.0,98593.0000000285,0.0,0.0,946.9431011187942,0.5258,0.0504,0.2664,0.5406,204.3235,174.1449,162.2115,198.2034,185.6507,194.2408,180.4387,202.5029,172.5029,270616893324028800000,259709110675651456,16640035253276074,66121063166207800000,3673392398122655700,26550931019907568000,1106288792496148610,177944899137913450000,177944899137913440,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,100,4359.3686,3.5015,816.5466,0.5248,34.4626,0.0221,1566,1245,79.5019,20.3065,0,0.1916,321,318,0,3,0,1062,845,329,257,175,143,3082.0,1062.0,3082.0,11231.700000000019,0.0,0.0,886.4471019642988,0.0844,0,0.0421,0.1098,199.8117,178.2888,167.8721,196.0656,183.5129,186.032,172.2299,197.1037,177.1037,95756377799848820000,674340688731329660,61264477159212296,40416404745131840000,2245355819173991420,4010529748977185300,167105406207382720,51329443305739800000,513294433057397950,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,200,8914.0859,3.4875,1669.1531,0.5319,74.0574,0.0236,3296,2556,77.5485,22.3301,0,0.1214,740,736,0,4,0,2084,1604,545,421,667,531,6344.0,2094.0,6344.0,18478.049999999035,0.0,0.0,811.0989889032494,0.1414,0.0049,0.0505,0.1646,201.6535,177.8153,166.4789,197.8363,185.2836,187.7035,173.9014,199.0134,176.0031,146334733817328140000,604688982716231940,44451620236126408,60762300157606320000,3375683342089240100,5893245963763588100,245551915156816160,79679187695958230000,398395938479791170,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,300,14291.3586,3.7768,3209.4325,0.7017,103.9711,0.0227,4780,3784,79.1632,20.5858,0,0.251,996,984,0,12,0,2726,2177,721,578,1333,1029,9322.0,2794.0,9322.0,34769.89999999784,0.0,0.0,808.057406032525,0.2459,0.0275,0.0997,0.2706,203.7003,178.36,166.9151,199.8337,187.281,190.3203,176.5182,201.0527,176.2815,234437683980963100000,685490304037903740,49148361421585552,96243540472978870000,5346863359609936900,10765465530318178000,448561063763257410,127428677977666040000,424762259925553470,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,400,18360.9694,3.7093,4247.6779,0.6867,262.0125,0.0424,6618,4950,74.796,24.9773,0,0.2267,1668,1653,0,15,0,3369,2526,947,713,2302,1711,12774.0,3463.0,12774.0,37632.399999997826,0.0,0.0,802.8460365496856,0.2515,0.0049,0.0959,0.272,203.8908,177.4366,165.6927,200.0018,187.4491,189.9802,176.1781,201.3018,175.2812,244950594505282320000,554186865396566340,37091246896620584,100042598562112650000,5557922142339592200,9954527300222994000,414771970842624770,134953468642946680000,337383671607366720,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,500,23874.1129,3.9383,6232.8639,0.8376,188.835,0.0254,8004,6062,75.7371,24.0005,0,0.2624,1942,1921,0,21,0,3916,2981,1048,782,3040,2299,15504.0,4121.0,15504.0,53407.550000002564,0.0,0.0,796.4866741452587,0.3017,0.0388,0.1115,0.3203,205.1904,177.8504,166.1671,201.3517,188.799,190.4396,176.6374,202.6203,175.6306,330398896126308650000,609592059273632130,41372263476873112,136511725155023860000,7583984730834659300,11065121094525946000,461046712271914430,182822049876758820000,365644099753517630,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,600,30031.6538,4.0235,7372.1946,0.7963,1147.8983,0.124,10042,7464,74.3278,25.3933,0,0.2788,2578,2550,0,28,0,4558,3441,1179,877,4305,3146,19464.0,4874.0,19464.0,59895.05000000681,0.0,0.0,799.1466283229071,0.3151,0.0704,0.1205,0.3302,205.4461,177.3708,165.4374,201.5646,189.0119,190.8186,177.0165,202.9002,175.1187,350438974636707940000,545855100680230460,34973949564541712,143371373528245520000,7965076307124751400,12074243924522217000,503093496855092420,194993357183940230000,324988928639900420,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,700,37971.9923,4.5007,9017.9755,0.866,4412.0756,0.4237,11428,8437,73.8274,25.875,0,0.2975,2991,2957,0,34,0,4985,3711,1293,970,5150,3756,22120.0,5416.0,22120.0,70728.15000001127,0.0,0.0,797.2601622460052,0.3473,0.1037,0.1356,0.3609,206.0437,177.3397,165.4739,202.1335,189.5807,191.046,177.2439,203.5406,175.0896,402135321621259350000,541961349893880510,35268840696479508,163435765903792540000,9079764772432918500,12723364205385615000,530140175224400640,225976191512081170000,322823130731544510,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,800,44082.7654,4.8427,10250.2187,0.9045,7731.1507,0.6822,12880,9103,70.6864,29.0418,0,0.2718,3775,3740,0,35,0,5137,3764,1359,929,6382,4410,24497.0,5578.0,24497.0,77286.80000001483,0.0,0.0,809.5782532807202,0.3662,0.1065,0.1336,0.3791,206.1893,176.9362,165.0982,202.2142,189.6615,191.2888,177.4867,203.727,174.6961,415843815838411000000,493876265841343230,32346283123709628,166502512381229700000,9250139576734982000,13455011673554050000,560625486398085380,235886291783627240000,294857864729534080,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,900,54502.1698,5.3386,12312.6059,0.9784,12417.7454,0.9868,14432,10209,70.7386,28.8941,0,0.3672,4223,4170,0,53,0,5498,3922,1398,1028,7536,5259,27459.0,6156.0,27459.0,90464.80000002176,0.0,0.0,815.8434980486085,0.4103,0.1234,0.1571,0.4228,206.4398,176.6993,164.8546,202.3873,189.8346,191.4088,177.6067,204.0385,174.4961,440532549225262000000,467656633997093440,30581919418622840,173272646557654060000,9626258142091893000,13831878238771493000,576328259948812220,253428024428836500000,281586693809818304,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,1000,69527.3681,5.8698,14365.6168,0.9919,19803.0174,1.3673,16604,11845,71.3382,28.2583,0,0.4035,4759,4692,0,67,0,5996,4352,1493,1082,9115,6411,31678.0,6768.0,31678.0,106504.80000003273,0.0,0.0,816.0459693937412,0.4699,0.1498,0.1833,0.4825,206.9214,176.7427,164.7281,202.9296,190.3769,191.8777,178.0755,204.4788,174.4788,492194773463600900000,472355828659885700,29703969430513032,196317761680725570000,10906542315595866000,15408687772788836000,642028657199534850,280468324010086500000,280468324010086496,0,0,0,-1.0,[],[]
