Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks ETE delay (s),Average ETE delay (s),Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Tasks success rate(%),Tasks failed rate(delay)(%),Tasks failed rate(device dead)(%),Tasks failed rate(mobility)(%),Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (dBW),Average energy consumption (dBW/Data center),Average energy consumption (dBW/Task),Cloud energy consumption (dBW),Average Cloud energy consumption (dBW/Data center),Edge energy consumption (dBW),Average Edge energy consumption (dBW/Data center),Mist energy consumption (dBW),Average Mist energy consumption (dBW/Device),Energy consumption (W),Average energy consumption (W/Data center),Average energy consumption (W/Task),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,DDLDO,1000,54472.5285,4.8728,4730.8637,0.3992,25087.13,2.1169,12652,11179,88.3576,10.7414,0,0.901,1473,1359,0,114,0,5200,4544,1854,1471,5598,5164,17924.0,7079.0,17924.0,52089.349999998485,0.0,0.0,661.517665794538,0.0568,0.1439,0.0022,0.0566,205.4734,175.2947,164.4721,202.209,189.6563,171.1048,157.3027,202.7001,172.7001,352648397872297800000,338434163025237820,28003525599324848,166304804916301230000,9239155828683401000,128967781028413504,5373657542850563,186214625174968140000,186214625174968128,0,0,0,-1.0,[],[]
ALL,TASK_CLF_Q_LEARNING,1000,44539.4879,3.7085,12165.9565,1.0093,29019.3013,2.4074,12628,12010,95.1061,4.5296,0,0.3643,618,572,0,46,0,363,339,142,132,12123,11539,2230.0,501.0,2230.0,7304.150000000204,0.0,0.0,862.6115524591476,0.6454,0.1494,0,0.6698,196.4812,166.3025,155.4696,193.445,180.8922,157.6372,143.835,193.4955,163.4955,44475393905686330000,42682719679161544,3523361633976577,22105327425266310000,1228073745848128510,5803850543918351,241827105996597.97,22364262629876097000,22364262629876096,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,1000,63138.2629,5.6845,7825.1846,0.6604,27576.4661,2.3273,12650,11107,87.8024,11.4308,0,0.7668,1543,1446,0,97,0,2536,2140,1215,987,8899,7980,18921.0,2850.0,18921.0,49568.15000000123,0.0,0.0,895.0665530594504,0.3215,0.0515,0.1239,0.3311,196.1917,166.013,155.1835,192.3522,179.7995,179.8036,166.0015,193.7039,163.7039,41607035420849670000,39929976411563984,3298742204142525,17187765292473230000,954875849581846020,955790792639525500,39824616359980232,23463479335736920000,23463479335736920,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,1000,67375.1199,6.5515,10387.5585,0.8997,23576.4359,2.042,12624,10284,81.4639,17.5301,0,1.006,2340,2213,0,127,0,2236,1878,864,712,9524,7694,24633.0,2804.0,24633.0,56800.05000000459,0.0,0.0,884.0156892666861,0.3499,0.0941,0.0668,0.3613,202.0212,171.8425,161.0333,196.9843,184.4316,187.9074,174.1053,200.1346,170.1346,159263442981915160000,152843995184179616,12686270748917888,49937918141643506000,2774328785646861300,6176531382871252000,257355474286302176,103148993457400400000,103148993457400400,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,1000,64234.4307,6.2255,6871.4047,0.5915,22894.9461,1.9708,12670,10318,81.4365,17.427,0,1.1365,2352,2208,0,144,0,4320,3539,2122,1722,6228,5057,25235.0,5356.0,25235.0,54560.650000003894,0.0,0.0,778.6154889316072,0.2077,0.1108,0.1571,0.2107,203.9857,173.807,162.9802,199.4193,186.8665,191.158,177.3559,201.7557,171.7557,250360075209120800000,240268786189175456,19861965506475272,87483388829979540000,4860188268332196900,13055647801931743000,543985325080489280,149821038577209500000,149821038577209504,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,1000,68132.8259,6.7027,12331.9394,1.067,23677.4243,2.0486,12658,10165,80.3049,18.4942,0,1.2008,2493,2341,0,152,0,1426,1174,1599,1302,9633,7689,24173.0,1456.0,24173.0,55461.70000000463,0.0,0.0,952.0983717270112,0.3092,0.0314,0.1279,0.3186,201.1966,171.0179,160.196,194.3865,181.8338,191.0079,177.2058,199.6215,169.6215,131722436870272480000,126413087207555168,10461634252265308,27456999457839567000,1525388858768864770,12612085596545085000,525503566522711870,91653351815887830000,91653351815887824,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,1000,72817.1042,6.7838,9998.5989,0.8507,26872.1255,2.2864,12646,10734,84.8806,14.1547,0,0.9647,1912,1790,0,122,0,4500,3869,1229,1065,6917,5800,24855.0,5089.0,24855.0,63244.40000000601,0.0,0.0,822.3462552107984,0.2728,0.0942,0.1089,0.2799,204.9306,174.7519,163.9307,200.5892,188.0365,190.626,176.8239,202.6748,172.6748,311211936306705200000,298667885131195010,24720941798928048,114530436711294090000,6362802039516338200,11550587768986841000,481274490374451710,185130911826424300000,185130911826424288,0,0,0,-1.0,[],[]
