Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks ETE delay (s),Average ETE delay (s),Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Tasks success rate(%),Tasks failed rate(delay)(%),Tasks failed rate(device dead)(%),Tasks failed rate(mobility)(%),Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (dBW),Average energy consumption (dBW/Data center),Average energy consumption (dBW/Task),Cloud energy consumption (dBW),Average Cloud energy consumption (dBW/Data center),Edge energy consumption (dBW),Average Edge energy consumption (dBW/Data center),Mist energy consumption (dBW),Average Mist energy consumption (dBW/Device),Energy consumption (W),Average energy consumption (W/Data center),Average energy consumption (W/Task),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,DDLDO,1000,54424.2934,4.8711,4738.4434,0.4002,25080.4476,2.1183,12652,11173,88.3101,10.7177,0,0.9722,1479,1356,0,123,0,5196,4540,1864,1455,5592,5178,17915.0,7080.0,17915.0,52157.79999999848,0.0,0.0,663.2702391109688,0.0593,0.1546,0.0031,0.0589,205.4456,175.2669,164.4488,202.1791,189.6263,171.5066,157.7044,202.6739,172.6739,350393544826598460000,336270196570631940,27853222959189068,165160335571350620000,9175574198408368100,141467297327980944,5894470721999206,185091741957919830000,185091741957919840,0,0,0,-1.0,[],[]
ALL,TASK_CLF_Q_LEARNING,1000,44759.86,3.7247,12285.6576,1.0186,29424.2619,2.4396,12628,12017,95.1615,4.5296,0,0.3088,611,572,0,39,0,306,290,147,139,12175,11588,2053.0,428.0,2053.0,6220.100000000144,0.0,0.0,895.3560841440454,0.659,0.1157,0,0.6846,195.5805,165.4018,154.5688,192.5824,180.0297,156.9603,143.1582,192.5567,162.5567,36144799270346252000,34687907169238244,2863408006840390.5,18123358411196154000,1006853245066452990,4966317368652108,206929890360504.5,18016474541781449000,18016474541781448,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,1000,62802.2859,5.683,7942.7804,0.6716,27428.437,2.3191,12650,11051,87.3597,11.6838,0,0.9565,1599,1478,0,121,0,2652,2241,1230,996,8768,7814,18892.0,2934.0,18892.0,49177.10000000155,0.0,0.0,888.5912281346828,0.3061,0.0574,0.1089,0.3153,196.0038,165.8252,155.0019,192.1499,179.5972,178.8372,165.0351,193.5555,163.5555,39846019981628326000,38239942400794936,3163637950109434.5,16405673258513121000,911426292139617790,765109811705058430,31879575487710768,22675236911410143000,22675236911410144,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,1000,66285.4676,6.4897,10230.2708,0.888,23025.3776,1.9987,12624,10214,80.9094,17.9103,0,1.1803,2410,2261,0,149,0,2316,1918,864,708,9444,7588,24616.0,2923.0,24616.0,56777.50000000452,0.0,0.0,880.0932218993308,0.3418,0.0598,0.0726,0.3533,202.1241,171.9455,161.137,197.0849,184.5322,188.4978,174.6957,200.2078,170.2078,163085170637211960000,156511680074099776,12992763753761310,51108055689466250000,2839336427192569300,7075911057564119000,294829627398504960,104901203890181570000,104901203890181568,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,1000,64108.935,6.1959,6825.1047,0.5889,22763.0601,1.9642,12670,10347,81.6654,16.9929,0,1.3418,2323,2153,0,170,0,4320,3521,2122,1760,6228,5066,25169.0,5324.0,25169.0,54441.20000000396,0.0,0.0,781.3228315029851,0.2103,0.0717,0.162,0.2139,204.0108,173.8321,163.0105,199.2923,186.7395,191.8379,178.0358,201.8065,171.8065,251813523030741020000,241663649741594080,20001074108875380,84962270880960330000,4720126160053351400,15268380063759206000,636182502656633600,151582872086021500000,151582872086021504,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,1000,67897.0672,6.6631,12156.3708,1.0523,23428.7155,2.0281,12658,10190,80.5024,18.3599,0,1.1376,2468,2324,0,144,0,1436,1177,1644,1341,9578,7672,24170.0,1457.0,24170.0,55539.30000000459,0.0,0.0,948.1765224166237,0.3033,0.0272,0.1177,0.3127,201.3453,171.1666,160.3413,194.5881,182.0354,191.1993,177.3971,199.7483,169.7483,136311407550882920000,130817089780117968,10817507146328302,28761464816138547000,1597859156452141570,13180302252873714000,549179260536404740,94369640481870660000,94369640481870656,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,1000,72817.9583,6.8073,10149.1825,0.8617,26961.9495,2.2892,12646,10697,84.588,14.5184,0,0.8936,1949,1836,0,113,0,4506,3847,1165,993,6975,5857,24855.0,5089.0,24855.0,63300.950000005985,0.0,0.0,822.7902315301412,0.2763,0.1084,0.0987,0.2836,204.7304,174.5517,163.7295,200.4639,187.9112,189.4518,175.6497,202.4824,172.4824,297195621533495800000,285216527383393280,23601939448339880,111273743891191740000,6181874660621763600,8814132746789481500,367255531116228420,177107744895514570000,177107744895514560,0,0,0,-1.0,[],[]
