Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks ETE delay (s),Average ETE delay (s),Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Tasks success rate(%),Tasks failed rate(delay)(%),Tasks failed rate(device dead)(%),Tasks failed rate(mobility)(%),Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (dBW),Average energy consumption (dBW/Data center),Average energy consumption (dBW/Task),Cloud energy consumption (dBW),Average Cloud energy consumption (dBW/Data center),Edge energy consumption (dBW),Average Edge energy consumption (dBW/Data center),Mist energy consumption (dBW),Average Mist energy consumption (dBW/Device),Energy consumption (W),Average energy consumption (W/Data center),Average energy consumption (W/Task),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,DDLDO,1000,54786.356,4.8838,4755.4555,0.4003,25565.4816,2.152,12652,11218,88.6658,10.7651,0,0.5691,1434,1362,0,72,0,5197,4535,1867,1513,5588,5170,17828.0,7083.0,17828.0,52030.149999998204,0.0,0.0,661.5278754971748,0.0589,0.1451,0.0022,0.0587,205.38,175.2013,164.3715,202.1068,189.5541,171.0097,157.2076,202.6146,172.6146,345144650225476570000,331232869698154110,27362030301686744,162436309095569230000,9024239394198290400,126174479312441072,5257269971351711,182582166650594850000,182582166650594848,0,0,0,-1.0,[],[]
ALL,TASK_CLF_Q_LEARNING,1000,45370.9435,3.7712,12222.5903,1.0121,29801.0129,2.4676,12628,12031,95.2724,4.5534,0,0.1742,597,575,0,22,0,340,326,137,137,12151,11568,2214.0,464.0,2214.0,6786.800000000213,0.0,0.0,884.2750018409738,0.6526,0.1326,0,0.6776,196.1852,166.0065,155.1725,193.1457,180.593,156.5614,142.7592,193.2029,163.2029,41544796017357370000,39870245698039704,3290416285233437,20633476919046648000,1146304273280369280,4530390067021254,188766252792552.25,20906788708243700000,20906788708243700,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,1000,64254.8076,5.7669,7986.2474,0.6698,28642.2705,2.4023,12650,11142,88.0791,11.5968,0,0.3241,1508,1467,0,41,0,2656,2229,1222,1026,8772,7887,18851.0,2923.0,18851.0,48708.00000000142,0.0,0.0,888.8238932235593,0.314,0.0491,0.1031,0.3238,196.0439,165.8652,155.0281,192.2271,179.6744,178.6964,164.8943,193.5745,163.5745,40215013313924170000,38594062681309184,3182826538498153.5,16699724563560151000,927762475753341700,740694799633645060,30862283318068544,22774593950730370000,22774593950730372,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,1000,67662.099,6.6348,10382.6235,0.8967,24411.1327,2.1082,12624,10198,80.7826,18.6391,0,0.5783,2426,2353,0,73,0,2238,1825,864,704,9522,7669,24718.0,2853.0,24718.0,56942.20000000462,0.0,0.0,885.559055563532,0.3459,0.042,0.0651,0.3581,201.9938,171.8151,160.9928,196.761,184.2082,188.6411,174.839,200.15,170.15,158262057018886800000,151882972187031488,12568460690826462,47434639171272130000,2635257731737340400,7313196722486821900,304716530103617600,103514221125127860000,103514221125127872,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,1000,66008.1609,6.319,6908.0545,0.5914,24149.1614,2.0674,12670,10446,82.4467,17.0403,0,0.513,2224,2159,0,65,0,4320,3558,2122,1745,6228,5143,25290.0,5357.0,25290.0,54826.900000003974,0.0,0.0,778.8658200771968,0.2102,0.0598,0.1563,0.2142,204.1123,173.9336,163.0907,199.579,187.0263,191.3935,177.5914,201.8533,171.8533,257768834314667160000,247378919687780384,20373761801665124,90761425163444650000,5042301397969146900,13783179831727819000,574299159655325760,153224229319494700000,153224229319494688,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,1000,70270.9661,6.8284,12292.0771,1.0581,25240.2336,2.1727,12658,10291,81.3004,18.2335,0,0.4661,2367,2308,0,59,0,1534,1265,1677,1381,9447,7645,24251.0,1557.0,24251.0,55849.200000004676,0.0,0.0,945.293610078047,0.301,0.0367,0.1315,0.3098,201.0629,170.8842,160.0499,194.2437,181.691,190.6938,176.8917,199.5147,169.5147,127728332524782880000,122579973632229248,10115493191160440,26568567355490520000,1476031519749473280,11732150553800397000,488839606408349890,89427614615491970000,89427614615491968,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,1000,73941.1341,6.8725,10052.2277,0.8492,27965.6469,2.3626,12646,10759,85.0783,14.5026,0,0.4191,1887,1834,0,53,0,4687,4030,1212,1033,6747,5696,24935.0,5305.0,24935.0,63594.750000005995,0.0,0.0,813.3558094339653,0.2725,0.1013,0.0969,0.2798,205.0573,174.8786,164.047,200.8501,188.2974,189.4808,175.6787,202.786,172.786,320426011000169200000,307510567178665220,25392345748487928,121621958935143480000,6756775496396860400,8873203729482301400,369716822061762560,189930848335543400000,189930848335543392,0,0,0,-1.0,[],[]
