Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks ETE delay (s),Average ETE delay (s),Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Tasks success rate(%),Tasks failed rate(delay)(%),Tasks failed rate(device dead)(%),Tasks failed rate(mobility)(%),Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (dBW),Average energy consumption (dBW/Data center),Average energy consumption (dBW/Task),Cloud energy consumption (dBW),Average Cloud energy consumption (dBW/Data center),Edge energy consumption (dBW),Average Edge energy consumption (dBW/Data center),Mist energy consumption (dBW),Average Mist energy consumption (dBW/Device),Energy consumption (W),Average energy consumption (W/Data center),Average energy consumption (W/Task),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,DDLDO,1000,55568.9417,4.9285,4767.1698,0.4005,26052.3869,2.1885,12652,11275,89.1163,10.4568,0,0.4268,1377,1323,0,54,0,5189,4567,1858,1483,5605,5225,17807.0,7047.0,17807.0,52121.94999999841,0.0,0.0,663.7141280990593,0.0591,0.1534,0.0027,0.0587,205.4106,175.2319,164.3986,202.1434,189.5907,173.0133,159.2112,202.6381,172.6381,347585521604305200000,333575356626012670,27533707351418348,163810452030395100000,9100580668355282900,200139710029805792,8339154584575241,183574929863880300000,183574929863880320,0,0,0,-1.0,[],[]
ALL,TASK_CLF_Q_LEARNING,1000,45353.9025,3.7707,12291.569,1.0176,30055.6443,2.4883,12628,12028,95.2487,4.593,0,0.1584,600,580,0,20,0,306,292,123,120,12199,11616,2034.0,426.0,2034.0,6230.050000000146,0.0,0.0,896.6292804284515,0.6578,0.1157,0,0.6833,195.6785,165.4999,154.6666,192.6308,180.0781,156.5414,142.7393,192.7043,162.7043,36970278828901940000,35480114039253304,2928570883151294.5,18326518377125343000,1018139909840296830,4509649903947718,187902079331154.9,18639250801872650000,18639250801872652,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,1000,64236.6991,5.7699,7760.0108,0.6512,28879.254,2.4234,12650,11133,88.0079,11.6601,0,0.332,1517,1475,0,42,0,2523,2142,1254,1068,8873,7923,18874.0,2756.0,18874.0,49333.60000000134,0.0,0.0,897.2729969714181,0.3299,0.0539,0.1213,0.3399,195.7791,165.6004,154.7654,191.9251,179.3724,178.9414,165.1393,193.3192,163.3192,37836149041673920000,36311083533276312,2995973477050750,15578042435895740000,865446801994207740,783679713448665340,32653321393694388,21474426892329517000,21474426892329516,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,1000,68222.2304,6.6242,10376.6461,0.896,24505.9301,2.116,12624,10299,81.5827,17.9499,0,0.4674,2325,2266,0,59,0,2291,1875,864,715,9469,7709,24565.0,2790.0,24565.0,57063.35000000463,0.0,0.0,884.6169090306424,0.3428,0.0338,0.0744,0.3548,201.7925,171.6138,160.7891,196.4623,183.9096,188.4883,174.6862,199.9892,169.9892,151095135707142360000,145004928701672128,11992629233045666,44282322095445660000,2460129005302536700,7060388251346360300,294182843806098370,99752425360350330000,99752425360350336,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,1000,66377.5774,6.3659,6938.7559,0.5946,24700.1068,2.1167,12670,10427,82.2968,17.2139,0,0.4893,2243,2181,0,62,0,4320,3553,2122,1741,6228,5133,25262.0,5347.0,25262.0,54835.50000000403,0.0,0.0,778.3171449346906,0.2133,0.0728,0.1567,0.2172,204.0299,173.8512,163.0131,199.481,186.9283,191.2767,177.4746,201.7831,171.7831,252923071139041700000,242728475181421984,20012903239360792,88735964223608950000,4929775790200497200,13417552577964110000,559064690748504580,150769554337468650000,150769554337468640,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,1000,70297.263,6.8529,12470.5849,1.07,25266.0253,2.1678,12658,10258,81.0397,18.5653,0,0.395,2400,2350,0,50,0,1491,1211,1588,1293,9579,7754,24282.0,1525.0,24282.0,55916.45000000475,0.0,0.0,948.414814648477,0.3141,0.0243,0.1173,0.324,201.0224,170.8437,160.0066,194.0654,181.5127,190.4602,176.658,199.5388,169.5388,126543201836070810000,121442612126747424,10015291004042012,25500248657930244000,1416680480996124670,11117714833033340000,463238118043055870,89925238345107230000,89925238345107232,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,1000,74166.3716,6.8647,10002.2083,0.8451,28070.2423,2.3716,12646,10804,85.4341,14.2021,0,0.3638,1842,1796,0,46,0,4598,3978,1196,1008,6852,5818,24927.0,5214.0,24927.0,63640.35000000608,0.0,0.0,817.7734601768307,0.2783,0.1036,0.1094,0.2855,205.0026,174.824,163.9917,200.8109,188.2582,189.9209,176.1188,202.6968,172.6968,316420419727817300000,303666429681206660,25070946813074820,120529538274675000000,6696085459704166400,9819580870306693000,409149202929445570,186071300582835650000,186071300582835648,0,0,0,-1.0,[],[]
