Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks ETE delay (s),Average ETE delay (s),Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Tasks success rate(%),Tasks failed rate(delay)(%),Tasks failed rate(device dead)(%),Tasks failed rate(mobility)(%),Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (dBW),Average energy consumption (dBW/Data center),Average energy consumption (dBW/Task),Cloud energy consumption (dBW),Average Cloud energy consumption (dBW/Data center),Edge energy consumption (dBW),Average Edge energy consumption (dBW/Data center),Mist energy consumption (dBW),Average Mist energy consumption (dBW/Device),Energy consumption (W),Average energy consumption (W/Data center),Average energy consumption (W/Task),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,DDLDO,1000,54679.7761,4.8752,4744.3349,0.3995,25369.9123,2.1364,12652,11216,88.65,10.6702,0,0.6797,1436,1350,0,86,0,5196,4534,1873,1513,5583,5169,17871.0,7103.0,17871.0,52014.34999999816,0.0,0.0,661.6053446278582,0.059,0.1475,0.0027,0.0588,205.3894,175.2107,164.3819,202.111,189.5583,170.7476,156.9455,202.6287,172.6287,345889869579319900000,331948051419692800,27427632192476400,162593365925076630000,9032964773615368200,118784195905464800,4949341496061033,183177719458337850000,183177719458337856,0,0,0,-1.0,[],[]
ALL,TASK_CLF_Q_LEARNING,1000,45245.7031,3.7636,12495.5743,1.0351,30115.6782,2.4947,12628,12022,95.2011,4.5771,0,0.2217,606,578,0,28,0,231,214,128,126,12269,11682,1808.0,261.0,1808.0,4510.350000000061,0.0,0.0,952.5065525118575,0.6723,0.0621,0,0.6994,194.0885,163.9098,153.0789,191.0085,178.4557,156.5426,142.7405,191.1453,161.1453,25635928511094178000,24602618532719940,2031856107719281.8,12613809210954504000,700767178386361340,4510918406430335,187954933601263.97,13017608381733243000,13017608381733242,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,1000,63767.8944,5.7366,7811.6295,0.6571,28717.765,2.4157,12650,11116,87.8735,11.6364,0,0.4901,1534,1472,0,62,0,2529,2119,1245,1044,8876,7953,18704.0,2776.0,18704.0,48887.90000000094,0.0,0.0,896.1185859455742,0.3152,0.045,0.1173,0.3248,195.6503,165.4717,154.6418,191.7559,179.2032,178.9727,165.1706,193.2137,163.2137,36731154793076482000,35250628400265336,2911935531399753,14982630938201383000,832368385455632380,789357153006032770,32889881375251364,20959166701869070000,20959166701869068,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,1000,68010.6802,6.6313,10425.944,0.8997,24443.2421,2.1094,12624,10256,81.2421,18.1876,0,0.5703,2368,2296,0,72,0,2238,1866,864,706,9522,7684,24701.0,2839.0,24701.0,57122.55000000472,0.0,0.0,885.1915123104377,0.3493,0.0444,0.0668,0.3616,201.9074,171.7288,160.9068,196.6277,184.0749,188.3675,174.5653,200.0979,170.0979,155146993477704500000,148893467828891104,12322054918410334,46001013653504156000,2555611869639119900,6866653902676479000,286110579278186624,102279325921523880000,102279325921523872,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,1000,65964.8289,6.3306,6907.9058,0.5918,24098.6151,2.0645,12670,10420,82.2415,17.1034,0,0.6551,2250,2167,0,83,0,4320,3537,2122,1750,6228,5133,25317.0,5392.0,25317.0,54695.700000003984,0.0,0.0,776.74880159151,0.2108,0.1155,0.1563,0.2139,204.241,174.0623,163.2263,199.7291,187.1764,191.5888,177.7867,201.9632,171.9632,265521444228444620000,254819044365109984,21019747009851536,93952473224594820000,5219581845810823200,14417284156398731000,600720173183280510,157151686847451070000,157151686847451072,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,1000,70210.7719,6.8126,12188.8259,1.0492,25197.8693,2.1691,12658,10307,81.4268,18.0518,0,0.5214,2351,2285,0,66,0,1536,1262,1657,1376,9465,7669,24237.0,1565.0,24237.0,55844.30000000471,0.0,0.0,943.5847947845649,0.3045,0.0468,0.1204,0.3135,201.3813,171.2026,160.3714,194.7843,182.2315,190.9854,177.1833,199.7685,169.7685,137445748067180220000,131905708317831296,10892831515864654,30090353810624060000,1671686322812447740,12546918673206886000,522788278050286910,94808475583349280000,94808475583349280,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,1000,73606.5965,6.8509,10171.0583,0.8606,27616.9884,2.3367,12646,10744,84.9597,14.5184,0,0.5219,1902,1836,0,66,0,4560,3894,1166,991,6920,5859,24906.0,5138.0,24906.0,63630.150000006084,0.0,0.0,819.2159168134291,0.2793,0.0959,0.0978,0.287,204.893,174.7143,163.8844,200.6782,188.1255,189.2721,175.47,202.6286,172.6286,308530021055608000000,296094070110948160,24459332571397496,116902550451957740000,6494586136219874300,8456846367278661600,352368598636610880,183170624236371600000,183170624236371616,0,0,0,-1.0,[],[]
