time,episodeOrStep,memorySize,batchSize,learningRate,loss,avgObjective,selectedAction,selectedVmId,selectedVmType,estimatedDelay,actualDelay,estimatedEnergy,actualEnergy,actualEnergyAvailable,delayFeedbackType,energyFeedbackType,observedCost,finalTrainingCost,success,failureReason
69.01246810548606,1,1,256,1.0E-4,0.23520092169443765,0.12171036010766215,2,7,edge,0.3250177785503787,2.0124681054860645,3.1025491789722117E18,1.7031922843865915E15,true,actual,datacenter_delta,3.757278614565622,3.8808807714034033,false,
69.01914078712741,2,2,256,1.0E-4,0.23635601003964743,0.12116871716978281,3,13,cloud,0.27170000289766916,3.0191407871274123,1.7171759377718297E19,9.461689869945E15,true,actual,datacenter_delta,3.8516025143858705,3.975204671223652,false,
80.01246588744762,3,3,256,1.0E-4,0.2346631950802273,0.1216732397734744,2,7,edge,0.32498200847863223,1.0124658874476182,3.06723824141862E18,8.476175145511774E14,true,actual,datacenter_delta,3.6667630961473345,3.790390955004648,false,
80.0134620423086,4,4,256,1.0E-4,0.23791998128096262,0.13752343007909335,3,9,cloud,0.9698350909687221,11.013462042308603,2.8692511326515753E19,1.5497537885566776E16,true,actual,datacenter_delta,4.481451313533546,4.605053470371327,false,
83.01241834540043,5,5,256,1.0E-4,0.23606999715169272,0.1345552010594462,2,7,edge,0.32498200847863223,4.012418345400434,3.06723824141862E18,1.6823783337152285E15,true,actual,datacenter_delta,3.9382474360862596,4.061875294943573,false,
104.25999999999836,6,6,256,1.0E-4,0.23796460363599992,0.12769766164589436,3,2,cloud,0.07497190853428919,30.259999999998357,1.7080420645612074E17,9.412119923609111E13,true,actual,datacenter_delta,9.02236843725997,9.145996296117284,false,
104.25999999999836,7,7,256,1.0E-4,0.2429760864802769,0.1230039036059842,3,8,cloud,0.07796450399619416,41.25999999999836,3.672061966576147E17,2.0246321649126828E14,true,actual,datacenter_delta,11.223531730660241,11.347133887498023,false,
104.25999999999836,8,8,256,1.0E-4,0.24493437508742014,0.11948358507605158,3,8,cloud,0.07796450399619416,41.25999999999836,3.672061966576147E17,2.0246321649126828E14,true,actual,datacenter_delta,11.223531730660241,11.347133887498023,false,
104.25999999999836,9,9,256,1.0E-4,0.24057685887372052,0.1169619214477253,3,9,cloud,0.0815076590381262,38.25999999999836,7.772927582033366E17,2.1691310541278588E14,true,actual,datacenter_delta,10.623681428959294,10.747283585797076,false,
104.25999999999836,10,10,256,1.0E-4,0.24709370930989583,0.11454728519803999,3,10,cloud,0.07483799819082301,36.25999999999836,1.644477071990293E17,9.095963833643514E13,true,actual,datacenter_delta,10.221794243624121,10.345396400461903,false,
104.25999999999836,11,11,256,1.0E-4,0.24703946980563077,0.11257729362971633,3,10,cloud,0.07492556058276645,33.25999999999836,1.685836679748563E17,9.313863018148558E13,true,actual,datacenter_delta,9.621845649231377,9.74547350808869,false,
104.25999999999836,12,12,256,1.0E-4,0.24466692739062837,0.1109304824064793,3,10,cloud,0.07483799819082301,36.25999999999836,1.644477071990293E17,9.095963833643514E13,true,actual,datacenter_delta,10.221794243624121,10.345396400461903,false,
104.25999999999836,13,13,256,1.0E-4,0.24785648248134518,0.10954178206340243,3,10,cloud,0.07492556058276645,33.25999999999836,1.685836679748563E17,9.313863018148558E13,true,actual,datacenter_delta,9.621845649231377,9.74547350808869,false,
104.25999999999836,14,14,256,1.0E-4,0.24863190310341973,0.10830313324425005,3,11,cloud,0.0739925716620763,40.25999999999836,1.283138184313074E17,7.058497317935739E13,true,actual,datacenter_delta,4.469243561270138,4.592845718107919,false,
104.25999999999836,15,15,256,1.0E-4,0.24854460822211374,0.10722963760098467,3,11,cloud,0.0739925716620763,40.25999999999836,1.283138184313074E17,7.058497317935739E13,true,actual,datacenter_delta,4.469243561270138,4.592845718107919,false,
104.25999999999836,16,16,256,1.0E-4,0.24869515001773834,0.10641367789725288,3,15,cloud,0.07609752525986171,35.25999999999836,2.3179337209445533E17,1.2872806411796369E14,true,actual,datacenter_delta,10.023048366190405,10.146650523028187,false,
104.25999999999836,17,17,256,1.0E-4,0.25053614261103613,0.10561469114504468,3,17,cloud,0.07485968789442052,35.25999999999836,1.654650366515187E17,9.168509088080731E13,true,actual,datacenter_delta,10.021811493598708,10.14541365043649,false,
104.25999999999836,18,18,256,1.0E-4,0.25056054857042104,0.10490448069863739,3,17,cloud,0.07485968789442052,35.25999999999836,1.654650366515187E17,9.168509088080731E13,true,actual,datacenter_delta,10.021811493598708,10.14541365043649,false,
