Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks ETE delay (s),Average ETE delay (s),Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average wainting time (s),Generated tasks,Tasks successfully executed,Tasks success rate(%),Tasks failed rate(delay)(%),Tasks failed rate(device dead)(%),Tasks failed rate(mobility)(%),Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (dBW),Average energy consumption (dBW/Data center),Average energy consumption (dBW/Task),Cloud energy consumption (dBW),Average Cloud energy consumption (dBW/Data center),Edge energy consumption (dBW),Average Edge energy consumption (dBW/Data center),Mist energy consumption (dBW),Average Mist energy consumption (dBW/Device),Energy consumption (W),Average energy consumption (W/Data center),Average energy consumption (W/Task),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,DDLDO,1000,55130.2622,4.9285,4736.2833,0.3995,25902.8046,2.1846,12652,11186,88.4129,10.9785,0,0.6086,1466,1389,0,77,0,5195,4546,1866,1489,5591,5151,17892.0,7001.0,17892.0,52169.59999999842,0.0,0.0,662.8229683223062,0.0586,0.1433,0.0027,0.0584,205.4258,175.2471,164.4203,202.1687,189.6159,170.7323,156.9302,202.6462,172.6462,348799543658347600000,334740444969623420,27671522701971252,164765127412963540000,9153618189609086000,118367761704280496,4931990071011687,183916048483679760000,183916048483679776,0,0,0,-1.0,[],[]
ALL,TASK_CLF_Q_LEARNING,1000,45271.9407,3.7639,12417.9779,1.0282,30262.0626,2.5058,12628,12028,95.2487,4.5771,0,0.1742,600,578,0,22,0,261,251,117,112,12250,11665,1774.0,336.0,1774.0,5373.600000000109,0.0,0.0,921.9913189534158,0.666,0.0886,0,0.6924,194.869,164.6903,153.8574,191.8605,179.3077,156.4473,142.6452,191.8556,161.8556,30683031162927190000,29446287104536652,2430724167228645.5,15347844621779360000,852658034543297790,4412990335007451,183874597291977.12,15330773550812824000,15330773550812824,0,0,0,-1.0,[],[]
ALL,WEIGHT_GREEDY,1000,63392.7368,5.7208,7811.1811,0.6578,28090.8123,2.3657,12650,11081,87.5968,11.7154,0,0.6877,1569,1482,0,87,0,2464,2060,1259,1050,8927,7971,18902.0,2734.0,18902.0,49140.55000000114,0.0,0.0,898.5638777338972,0.3299,0.0563,0.1239,0.3398,195.7416,165.5629,154.7344,191.7985,179.2458,179.5388,165.7367,193.3206,163.3206,37510977374052860000,35999018593140940,2974700822684604.5,15130434673199882000,840579704066660100,899256521646294910,37469021735262288,21481286179206680000,21481286179206680,0,0,0,-1.0,[],[]
ALL,ROUND_ROBIN,1000,67452.9543,6.584,10297.4025,0.8906,23909.8006,2.068,12624,10245,81.1549,18.0212,0,0.8238,2379,2275,0,104,0,2238,1867,864,700,9522,7678,24686.0,2849.0,24686.0,56881.200000004654,0.0,0.0,881.7177787446816,0.3581,0.0421,0.0642,0.3709,202.1285,171.9498,161.1331,197.1134,184.5607,188.2949,174.4928,200.214,170.214,163248387056818980000,156668317712878112,12980946807953164,51444696673738010000,2858038704096556000,6752954471363021800,281373102973459232,105050735911717950000,105050735911717952,0,0,0,-1.0,[],[]
ALL,TRADE_OFF,1000,65716.6247,6.3104,6852.5931,0.5877,23948.3265,2.0539,12670,10414,82.1942,17.0481,0,0.7577,2256,2160,0,96,0,4320,3542,2122,1745,6228,5127,25290.0,5349.0,25290.0,54832.300000003954,0.0,0.0,778.2046262586061,0.2069,0.0787,0.1669,0.2102,204.0376,173.8589,163.0246,199.417,186.8642,191.8314,178.0293,201.7808,171.7808,253371985546266200000,243159295149967584,20065889407322896,87437102880896320000,4857616826716462100,15245348017076128000,635222834044838660,150689534648293750000,150689534648293760,0,0,0,-1.0,[],[]
ALL,TRADI_POLLING,1000,69257.9238,6.7273,12460.3327,1.0733,23855.2246,2.0549,12658,10295,81.332,17.7674,0,0.9006,2363,2249,0,114,0,1534,1279,1606,1292,9518,7724,24240.0,1558.0,24240.0,55639.45000000469,0.0,0.0,946.0863521174801,0.3062,0.0261,0.112,0.3159,201.293,171.1143,160.2841,194.8907,182.338,190.1715,176.3694,199.7053,169.7053,134679536784129400000,129250994994366016,10676142432352706,30836910703364400000,1713161705742466560,10402714296120340000,433446429005014210,93439911784644660000,93439911784644656,0,0,0,-1.0,[],[]
ALL,RANDOM_VM,1000,72689.7562,6.7776,10106.0885,0.8574,26715.2419,2.2665,12646,10725,84.8094,14.4077,0,0.7829,1921,1822,0,99,0,4545,3866,1212,1062,6889,5797,24873.0,5145.0,24873.0,63311.70000000599,0.0,0.0,820.248895123098,0.2836,0.093,0.1009,0.2915,204.8384,174.6597,163.8295,200.4912,187.9385,190.3022,176.5001,202.6002,172.6002,304675369463464600000,292394788352653180,24151832696271468,111975104569726290000,6220839142762571800,10720616324207560000,446692346841981700,181979648569530740000,181979648569530752,0,0,0,-1.0,[],[]
